Region,BGC,SS_NoSpace,Standard,PreferredAcceptable,Suitability,Species,FN1,FN2,FN3,FN4,FN5,Flag,Note
Vancouver,CWHdm,CWHdm/08,84020,X,1,Dr,41,900,,,,0,
Vancouver,CWHdm,CWHdm/08,84020,X,1,Ep,18,900,,,,0,
Vancouver,CWHdm,CWHdm/08,84020,X,1,Mb,41,900,,,,0,
Vancouver,CWHdm,CWHdm/09,84021,X,1,Act,41,900,,,,0,
Vancouver,CWHdm,CWHdm/09,84021,A,2,Bg,1,47,,,,0,
Vancouver,CWHdm,CWHdm/09,84021,P,2,Cw,1,,,,,0,
Vancouver,CWHdm,CWHdm/09,84021,X,1,Dr,41,900,,,,0,
Vancouver,CWHdm,CWHdm/09,84021,X,1,Ep,18,900,,,,0,
Vancouver,CWHdm,CWHdm/09,84021,X,1,Mb,41,900,,,,0,
Vancouver,CWHdm,CWHdm/10,999,X,3,Act,901,,,,,0,
Vancouver,CWHdm,CWHdm/10,999,X,3,Dr,901,,,,,0,
Vancouver,CWHdm,CWHdm/10,999,X,3,Ep,901,,,,,0,
Vancouver,CWHdm,CWHdm/10,999,X,3,Mb,901,,,,,0,
Vancouver,CWHdm,CWHdm/10,999,X,1,No Conifers,,,,,,0,
Vancouver,CWHdm,CWHdm/11,84022,A,3,Cw,1,,,,,0,
Vancouver,CWHdm,CWHdm/11,84022,P,1,Pl,1,,,,,0,
Vancouver,CWHdm,CWHdm/12,84023,X,3,Act,901,,,,,0,
Vancouver,CWHdm,CWHdm/12,84023,P,1,Cw,1,,,,,0,
Vancouver,CWHdm,CWHdm/12,84023,X,3,Dr,901,,,,,0,
Vancouver,CWHdm,CWHdm/12,84023,X,3,Ep,901,,,,,0,
Vancouver,CWHdm,CWHdm/12,84023,A,3,Hw,1,2,,,,0,
Vancouver,CWHdm,CWHdm/12,84023,X,3,Mb,901,,,,,0,
Vancouver,CWHdm,CWHdm/12,84023,A,3,Pw,31,,,,,0,
Vancouver,CWHdm,CWHdm/12,84023,A,3,Ss,35,,,,,0,
Vancouver,CWHdm,CWHdm/13,84024,X,1,Act,41,900,,,,0,
Vancouver,CWHdm,CWHdm/13,84024,P,1,Bg,47,,,,,0,
Vancouver,CWHdm,CWHdm/13,84024,P,1,Cw,,,,,,0,
Vancouver,CWHdm,CWHdm/13,84024,X,1,Dr,41,900,,,,0,
Vancouver,CWHdm,CWHdm/13,84024,X,1,Ep,18,900,,,,0,
Vancouver,CWHdm,CWHdm/13,84024,P,2,Fd,1,,,,,0,
Vancouver,CWHdm,CWHdm/13,84024,X,1,Mb,41,900,,,,0,
Vancouver,CWHdm,CWHdm/14,84025,X,1,Act,41,900,,,,0,
Vancouver,CWHdm,CWHdm/14,84025,P,1,Bg,1,47,,,,0,
Vancouver,CWHdm,CWHdm/14,84025,P,1,Cw,1,,,,,0,
Vancouver,CWHdm,CWHdm/14,84025,X,1,Dr,41,900,,,,0,
Vancouver,CWHdm,CWHdm/14,84025,X,1,Ep,18,900,,,,0,
Vancouver,CWHdm,CWHdm/14,84025,X,1,Mb,41,900,,,,0,
Vancouver,CWHdm,CWHdm/15,84026,X,3,Act,901,,,,,0,
Vancouver,CWHdm,CWHdm/15,84026,P,1,Cw,1,,,,,0,
Vancouver,CWHdm,CWHdm/15,84026,X,3,Dr,901,,,,,0,
Vancouver,CWHdm,CWHdm/15,84026,X,3,Ep,901,,,,,0,
Vancouver,CWHdm,CWHdm/15,84026,X,3,Mb,901,,,,,0,
Vancouver,CWHds1,CWHds1/01,84027,X,3,Act,901,,,,,0,
Vancouver,CWHds1,CWHds1/01,84027,A,3,Cw,,,,,,0,
Vancouver,CWHds1,CWHds1/01,84027,X,1,Dr,7,40,42,900,,0,
Vancouver,CWHds1,CWHds1/01,84027,X,3,Ep,900,,,,,0,
Vancouver,CWHds1,CWHds1/01,84027,P,1,Fd,,,,,,0,
Vancouver,CWHds1,CWHds1/01,84027,X,3,Hw,,,,,,0,
Vancouver,CWHds1,CWHds1/01,84027,X,3,Mb,901,,,,,0,
Vancouver,CWHds1,CWHds1/01,84027,A,3,Pw,31,,,,,0,
Vancouver,CWHds1,CWHds1/02,84028,P,2,Fd,,,,,,0,
Vancouver,CWHds1,CWHds1/02,84028,P,1,Pl,,,,,,0,
Vancouver,CWHds1,CWHds1/03,84029,X,3,Act,901,,,,,0,
Vancouver,CWHds1,CWHds1/03,84029,A,3,Cw,,,,,,0,
Vancouver,CWHds1,CWHds1/03,84029,X,3,Dr,901,,,,,0,
Vancouver,CWHds1,CWHds1/03,84029,X,3,Ep,901,,,,,0,
Vancouver,CWHds1,CWHds1/03,84029,P,1,Fd,,,,,,0,
Vancouver,CWHds1,CWHds1/03,84029,X,3,Hw,,,,,,0,
Vancouver,CWHds1,CWHds1/03,84029,X,3,Mb,901,,,,,0,
Vancouver,CWHds1,CWHds1/03,84029,P,2,Pl,,,,,,0,
Vancouver,CWHds1,CWHds1/04,84030,X,3,Act,901,,,,,0,
Vancouver,CWHds1,CWHds1/04,84030,A,3,Cw,,,,,,0,
Vancouver,CWHds1,CWHds1/04,84030,X,3,Dr,901,,,,,0,
Vancouver,CWHds1,CWHds1/04,84030,X,3,Ep,901,,,,,0,
Vancouver,CWHds1,CWHds1/04,84030,P,1,Fd,,,,,,0,
Vancouver,CWHds1,CWHds1/04,84030,X,1,Mb,17,900,,,,0,
Vancouver,CWHds1,CWHds1/04,84030,A,3,Pw,31,,,,,0,
Vancouver,CWHds1,CWHds1/05,84031,X,1,Act,42,900,,,,0,
Vancouver,CWHds1,CWHds1/05,84031,A,3,Cw,,,,,,0,
Vancouver,CWHds1,CWHds1/05,84031,X,1,Dr,40,42,900,,,0,
Vancouver,CWHds1,CWHds1/05,84031,X,3,Ep,900,,,,,0,
Vancouver,CWHds1,CWHds1/05,84031,P,1,Fd,,,,,,0,
Vancouver,CWHds1,CWHds1/05,84031,X,3,Hw,,,,,,0,
Vancouver,CWHds1,CWHds1/05,84031,X,1,Mb,17,900,,,,0,
Vancouver,CWHds1,CWHds1/05,84031,A,3,Pw,13,31,,,,0,
Vancouver,CWHds1,CWHds1/05,84031,P,2,Sx,13,18,,,,0,
Vancouver,CWHds1,CWHds1/06,84032,X,3,Act,901,,,,,0,
Vancouver,CWHds1,CWHds1/06,84032,A,3,Cw,,,,,,0,
Vancouver,CWHds1,CWHds1/06,84032,X,1,Dr,7,40,41,900,,0,
Vancouver,CWHds1,CWHds1/06,84032,X,3,Ep,900,,,,,0,
Vancouver,CWHds1,CWHds1/06,84032,P,2,Fd,,,,,,0,
Vancouver,CWHds1,CWHds1/06,84032,P,1,Hw,,,,,,0,
Vancouver,CWHds1,CWHds1/06,84032,X,3,Mb,901,,,,,0,
Vancouver,CWHds1,CWHds1/07,84033,X,1,Act,41,900,,,,0,
Vancouver,CWHds1,CWHds1/07,84033,A,1,Bg,47,,,,,0,
Vancouver,CWHds1,CWHds1/07,84033,P,1,Cw,,,,,,0,
Vancouver,CWHds1,CWHds1/07,84033,X,1,Dr,40,41,900,,,0,
Vancouver,CWHds1,CWHds1/07,84033,X,3,Ep,900,,,,,0,
Vancouver,CWHds1,CWHds1/07,84033,P,1,Fd,,,,,,0,
Vancouver,CWHds1,CWHds1/07,84033,A,3,Hw,,,,,,0,
Vancouver,CWHds1,CWHds1/07,84033,X,1,Mb,17,41,900,,,0,
Vancouver,CWHds1,CWHds1/08,84034,X,1,Act,41,900,,,,0,
Vancouver,CWHds1,CWHds1/08,84034,A,1,Bg,47,,,,,0,
Vancouver,CWHds1,CWHds1/08,84034,P,1,Cw,,,,,,0,
Vancouver,CWHds1,CWHds1/08,84034,X,1,Dr,40,41,900,,,0,
Vancouver,CWHds1,CWHds1/08,84034,X,3,Ep,900,,,,,0,
Vancouver,CWHds1,CWHds1/08,84034,X,1,Mb,17,41,900,,,0,
Vancouver,CWHds1,CWHds1/08,84034,A,1,Ss,35,,,,,0,
Vancouver,CWHds1,CWHds1/09,84035,X,1,Act,41,900,,,,0,
Vancouver,CWHds1,CWHds1/09,84035,A,2,Bg,1,47,,,,0,
Vancouver,CWHds1,CWHds1/09,84035,P,2,Cw,1,,,,,0,
Vancouver,CWHds1,CWHds1/09,84035,X,0,Dr,40,41,900,,,0,
Vancouver,CWHds1,CWHds1/09,84035,X,3,Ep,900,,,,,0,
Vancouver,CWHds1,CWHds1/09,84035,X,1,Mb,17,41,900,,,0,
Vancouver,CWHds1,CWHds1/10,999,X,3,Act,901,,,,,0,
Vancouver,CWHds1,CWHds1/10,999,X,3,Dr,901,,,,,0,
Vancouver,CWHds1,CWHds1/10,999,X,3,Ep,901,,,,,0,
Vancouver,CWHds1,CWHds1/10,999,X,3,Mb,901,,,,,0,
Vancouver,CWHds1,CWHds1/10,999,X,1,No Conifers,,,,,,0,
Vancouver,CWHds1,CWHds1/11,84036,A,3,Cw,1,,,,,0,
Vancouver,CWHds1,CWHds1/11,84036,P,1,Pl,1,,,,,0,
Vancouver,CWHds1,CWHds1/12,84037,X,3,Act,901,,,,,0,
Vancouver,CWHds1,CWHds1/12,84037,P,1,Cw,1,,,,,0,
Vancouver,CWHds1,CWHds1/12,84037,X,3,Dr,901,,,,,0,
Vancouver,CWHds1,CWHds1/12,84037,X,3,Ep,901,,,,,0,
Vancouver,CWHds1,CWHds1/12,84037,X,3,Mb,901,,,,,0,
Vancouver,CWHds1,CWHds1/12,84037,A,3,Pl,7,,,,,0,
Vancouver,CWHds2,CWHds2/01,84038,X,3,Act,901,,,,,0,
Vancouver,CWHds2,CWHds2/01,84038,A,3,Cw,,,,,,0,
Vancouver,CWHds2,CWHds2/01,84038,X,3,Dr,901,,,,,0,
Vancouver,CWHds2,CWHds2/01,84038,X,3,Ep,900,,,,,0,
Vancouver,CWHds2,CWHds2/01,84038,P,1,Fd,,,,,,0,
Vancouver,CWHds2,CWHds2/01,84038,P,2,Hw,24,,,,,0,
Vancouver,CWHds2,CWHds2/01,84038,X,3,Mb,901,,,,,0,
Vancouver,CWHds2,CWHds2/02,84039,A,3,Fd,52,,,,,0,
Vancouver,CWHds2,CWHds2/02,84039,P,1,Pl,,,,,,0,
Vancouver,CWHds2,CWHds2/03,84040,X,3,Act,901,,,,,0,
Vancouver,CWHds2,CWHds2/03,84040,A,3,Cw,,,,,,0,
Vancouver,CWHds2,CWHds2/03,84040,X,3,Dr,901,,,,,0,
Vancouver,CWHds2,CWHds2/03,84040,X,3,Ep,901,,,,,0,
Vancouver,CWHds2,CWHds2/03,84040,P,1,Fd,,,,,,0,
Vancouver,CWHds2,CWHds2/03,84040,X,3,Hw,,,,,,0,
Vancouver,CWHds2,CWHds2/03,84040,X,3,Mb,901,,,,,0,
Vancouver,CWHds2,CWHds2/03,84040,P,2,Pl,,,,,,0,
Vancouver,CWHds2,CWHds2/04,84041,X,3,Act,901,,,,,0,
Vancouver,CWHds2,CWHds2/04,84041,A,3,Cw,,,,,,0,
Vancouver,CWHds2,CWHds2/04,84041,X,3,Dr,901,,,,,0,
Vancouver,CWHds2,CWHds2/04,84041,X,3,Ep,900,,,,,0,
Vancouver,CWHds2,CWHds2/04,84041,P,1,Fd,,,,,,0,
Vancouver,CWHds2,CWHds2/04,84041,X,1,Mb,16,17,900,,,0,
Vancouver,CWHds2,CWHds2/04,84041,P,2,Pl,,,,,,0,
Vancouver,CWHds2,CWHds2/05,84042,X,1,Act,42,900,,,,0,
Vancouver,CWHds2,CWHds2/05,84042,A,3,Cw,,,,,,0,
Vancouver,CWHds2,CWHds2/05,84042,X,1,Dr,40,42,900,,,0,
Vancouver,CWHds2,CWHds2/05,84042,X,3,Ep,901,,,,,0,
Vancouver,CWHds2,CWHds2/05,84042,P,1,Fd,,,,,,0,
Vancouver,CWHds2,CWHds2/05,84042,X,3,Hw,,,,,,0,
Vancouver,CWHds2,CWHds2/05,84042,X,1,Mb,16,17,900,,,0,
Vancouver,CWHds2,CWHds2/05,84042,A,3,Sx,13,18,,,,0,
Vancouver,CWHds2,CWHds2/05,84042,X,3,Ss,35,,,,,0,
Vancouver,CWHds2,CWHds2/06,84043,X,3,Act,901,,,,,0,
Vancouver,CWHds2,CWHds2/06,84043,P,1,Cw,,,,,,0,
Vancouver,CWHds2,CWHds2/06,84043,X,1,Dr,7,40,41,900,,0,
Vancouver,CWHds2,CWHds2/06,84043,X,3,Ep,900,,,,,0,
Vancouver,CWHds2,CWHds2/06,84043,P,2,Fd,,,,,,0,
Vancouver,CWHds2,CWHds2/06,84043,P,1,Hw,,,,,,0,
Vancouver,CWHds2,CWHds2/06,84043,X,3,Mb,901,,,,,0,
Vancouver,CWHds2,CWHds2/07,84044,X,1,Act,41,900,,,,0,
Vancouver,CWHds2,CWHds2/07,84044,P,1,Cw,,,,,,0,
Vancouver,CWHds2,CWHds2/07,84044,X,1,Dr,40,41,900,,,0,
Vancouver,CWHds2,CWHds2/07,84044,X,3,Ep,900,,,,,0,
Vancouver,CWHds2,CWHds2/07,84044,P,1,Fd,,,,,,0,
Vancouver,CWHds2,CWHds2/07,84044,X,3,Hw,,,,,,0,
Vancouver,CWHds2,CWHds2/07,84044,X,1,Mb,16,17,41,900,,0,
Vancouver,CWHds2,CWHds2/07,84044,A,2,Ss,35,,,,,0,
Vancouver,CWHds2,CWHds2/08,84045,X,1,Act,41,900,,,,0,
Vancouver,CWHds2,CWHds2/08,84045,P,1,Cw,,,,,,0,
Vancouver,CWHds2,CWHds2/08,84045,X,1,Dr,40,41,900,,,0,
Vancouver,CWHds2,CWHds2/08,84045,X,3,Ep,900,,,,,0,
Vancouver,CWHds2,CWHds2/08,84045,X,1,Mb,16,17,41,900,,0,
Vancouver,CWHds2,CWHds2/08,84045,A,3,Ss,35,,,,,0,
Vancouver,CWHds2,CWHds2/09,84046,X,1,Act,41,900,,,,0,
Vancouver,CWHds2,CWHds2/09,84046,P,2,Cw,1,,,,,0,
Vancouver,CWHds2,CWHds2/09,84046,X,1,Dr,40,41,900,,,0,
Vancouver,CWHds2,CWHds2/09,84046,X,3,Ep,901,,,,,0,
Vancouver,CWHds2,CWHds2/09,84046,X,1,Mb,16,17,41,900,,0,
Vancouver,CWHds2,CWHds2/09,84046,A,3,Ss,1,35,,,,0,
Vancouver,CWHds2,CWHds2/10,999,X,3,Act,901,,,,,0,
Vancouver,CWHds2,CWHds2/10,999,X,3,Dr,901,,,,,0,
Vancouver,CWHds2,CWHds2/10,999,X,3,Ep,901,,,,,0,
Vancouver,CWHds2,CWHds2/10,999,X,3,Mb,901,,,,,0,
Vancouver,CWHds2,CWHds2/10,999,X,1,No Conifers,,,,,,0,
Vancouver,CWHds2,CWHds2/11,84047,A,3,Cw,1,,,,,0,
Vancouver,CWHds2,CWHds2/11,84047,P,1,Pl,1,,,,,0,
Vancouver,CWHds2,CWHds2/12,84048,X,3,Act,901,,,,,0,
Vancouver,CWHds2,CWHds2/12,84048,P,1,Cw,1,,,,,0,
Vancouver,CWHds2,CWHds2/12,84048,X,3,Dr,901,,,,,0,
Vancouver,CWHds2,CWHds2/12,84048,X,3,Ep,901,,,,,0,
Vancouver,CWHds2,CWHds2/12,84048,X,3,Mb,901,,,,,0,
Vancouver,CWHds2,CWHds2/12,84048,A,3,Ss,1,35,,,,0,
Vancouver,CWHmm1,CWHmm1/01,84049,X,3,Act,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/01,84049,P,2,Cw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/01,84049,X,1,Dr,7,900,,,,0,
Vancouver,CWHmm1,CWHmm1/01,84049,P,1,Fd,,,,,,0,
Vancouver,CWHmm1,CWHmm1/01,84049,A,2,Hw,10,,,,,0,
Vancouver,CWHmm1,CWHmm1/01,84049,X,3,Mb,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/02,84050,A,3,Cw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/02,84050,P,2,Fd,,,,,,0,
Vancouver,CWHmm1,CWHmm1/02,84050,X,3,Mb,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/02,84050,P,1,Pl,,,,,,0,
Vancouver,CWHmm1,CWHmm1/03,84051,X,3,Act,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/03,84051,A,3,Cw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/03,84051,X,3,Dr,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/03,84051,P,1,Fd,,,,,,0,
Vancouver,CWHmm1,CWHmm1/03,84051,X,3,Hw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/03,84051,X,3,Mb,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/04,84052,X,3,Act,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/04,84052,A,3,Cw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/04,84052,X,3,Dr,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/04,84052,P,1,Fd,,,,,,0,
Vancouver,CWHmm1,CWHmm1/04,84052,X,3,Hw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/04,84052,X,3,Mb,900,,,,,0,
Vancouver,CWHmm1,CWHmm1/04,84052,A,3,Pw,31,,,,,0,
Vancouver,CWHmm1,CWHmm1/05,84053,X,3,Act,900,,,,,0,
Vancouver,CWHmm1,CWHmm1/05,84053,X,3,Ba,47,,,,,0,
Vancouver,CWHmm1,CWHmm1/05,84053,P,1,Cw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/05,84053,X,3,Dr,900,,,,,0,
Vancouver,CWHmm1,CWHmm1/05,84053,P,1,Fd,,,,,,0,
Vancouver,CWHmm1,CWHmm1/05,84053,X,3,Hw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/05,84053,X,3,Mb,900,,,,,0,
Vancouver,CWHmm1,CWHmm1/05,84053,A,3,Pw,31,,,,,0,
Vancouver,CWHmm1,CWHmm1/06,84054,X,3,Act,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/06,84054,X,3,Ba,47,,,,,0,
Vancouver,CWHmm1,CWHmm1/06,84054,P,1,Cw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/06,84054,X,1,Dr,7,41,900,,,0,
Vancouver,CWHmm1,CWHmm1/06,84054,A,3,Fd,7,,,,,0,
Vancouver,CWHmm1,CWHmm1/06,84054,P,1,Hw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/06,84054,X,3,Mb,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/07,84055,X,1,Act,41,900,,,,0,
Vancouver,CWHmm1,CWHmm1/07,84055,X,3,Ba,47,,,,,0,
Vancouver,CWHmm1,CWHmm1/07,84055,P,1,Cw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/07,84055,X,1,Dr,33,41,900,,,0,
Vancouver,CWHmm1,CWHmm1/07,84055,P,1,Fd,,,,,,0,
Vancouver,CWHmm1,CWHmm1/07,84055,X,3,Hw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/07,84055,X,1,Mb,41,900,,,,0,
Vancouver,CWHmm1,CWHmm1/08,84056,X,1,Act,41,900,,,,0,
Vancouver,CWHmm1,CWHmm1/08,84056,P,1,Ba,47,,,,,0,
Vancouver,CWHmm1,CWHmm1/08,84056,P,1,Cw,,,,,,0,
Vancouver,CWHmm1,CWHmm1/08,84056,X,1,Dr,33,41,900,,,0,
Vancouver,CWHmm1,CWHmm1/08,84056,X,1,Mb,41,900,,,,0,
Vancouver,CWHmm1,CWHmm1/08,84056,P,1,Ss,35,,,,,0,
Vancouver,CWHmm1,CWHmm1/09,84057,X,1,Act,41,900,,,,0,
Vancouver,CWHmm1,CWHmm1/09,84057,A,2,Ba,1,47,,,,0,
Vancouver,CWHmm1,CWHmm1/09,84057,P,2,Cw,1,,,,,0,
Vancouver,CWHmm1,CWHmm1/09,84057,X,1,Dr,33,41,900,,,0,
Vancouver,CWHmm1,CWHmm1/09,84057,X,1,Mb,41,900,,,,0,
Vancouver,CWHmm1,CWHmm1/10,999,X,3,Act,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/10,999,X,3,Dr,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/10,999,X,3,Mb,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/10,999,X,1,No Conifers,,,,,,0,
Vancouver,CWHmm1,CWHmm1/11,84058,A,3,Cw,1,,,,,0,
Vancouver,CWHmm1,CWHmm1/11,84058,P,1,Pl,1,,,,,0,
Vancouver,CWHmm1,CWHmm1/12,84059,X,3,Act,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/12,84059,P,1,Cw,1,,,,,0,
Vancouver,CWHmm1,CWHmm1/12,84059,X,3,Dr,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/12,84059,A,3,Hw,1,,,,,0,
Vancouver,CWHmm1,CWHmm1/12,84059,X,3,Mb,901,,,,,0,
Vancouver,CWHmm1,CWHmm1/12,84059,A,3,Ss,1,,,,,0,
Vancouver,CWHmm2,CWHmm2/01,84060,A,2,Ba,47,,,,,0,
Vancouver,CWHmm2,CWHmm2/01,84060,P,2,Cw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/01,84060,P,2,Fd,9,,,,,0,
Vancouver,CWHmm2,CWHmm2/01,84060,P,1,Hm,13,,,,,0,
Vancouver,CWHmm2,CWHmm2/01,84060,P,1,Hw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/01,84060,P,2,Yc,,,,,,0,
Vancouver,CWHmm2,CWHmm2/02,84061,A,3,Cw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/02,84061,P,2,Fd,,,,,,0,
Vancouver,CWHmm2,CWHmm2/02,84061,P,1,Pl,,,,,,0,
Vancouver,CWHmm2,CWHmm2/03,84062,A,3,Cw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/03,84062,P,1,Fd,,,,,,0,
Vancouver,CWHmm2,CWHmm2/03,84062,A,1,Hm,13,,,,,0,
Vancouver,CWHmm2,CWHmm2/03,84062,P,1,Hw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/03,84062,A,3,Yc,,,,,,0,
Vancouver,CWHmm2,CWHmm2/04,84063,A,3,Cw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/04,84063,P,1,Fd,,,,,,0,
Vancouver,CWHmm2,CWHmm2/04,84063,X,3,Hw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/04,84063,A,3,Pw,31,,,,,0,
Vancouver,CWHmm2,CWHmm2/04,84063,A,3,Yc,,,,,,0,
Vancouver,CWHmm2,CWHmm2/05,84064,P,1,Ba,47,,,,,0,
Vancouver,CWHmm2,CWHmm2/05,84064,P,1,Cw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/05,84064,P,2,Fd,9,,,,,0,
Vancouver,CWHmm2,CWHmm2/05,84064,X,2,Hw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/05,84064,A,3,Pw,31,,,,,0,
Vancouver,CWHmm2,CWHmm2/05,84064,P,2,Yc,,,,,,0,
Vancouver,CWHmm2,CWHmm2/06,84065,A,2,Ba,47,,,,,0,
Vancouver,CWHmm2,CWHmm2/06,84065,P,1,Cw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/06,84065,A,3,Fd,14,,,,,0,
Vancouver,CWHmm2,CWHmm2/06,84065,A,1,Hm,13,,,,,0,
Vancouver,CWHmm2,CWHmm2/06,84065,P,1,Hw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/06,84065,P,2,Yc,,,,,,0,
Vancouver,CWHmm2,CWHmm2/07,84066,P,1,Ba,47,,,,,0,
Vancouver,CWHmm2,CWHmm2/07,84066,P,1,Cw,1,,,,,0,
Vancouver,CWHmm2,CWHmm2/07,84066,A,1,Hm,13,,,,,0,
Vancouver,CWHmm2,CWHmm2/07,84066,P,1,Hw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/07,84066,A,3,Yc,1,,,,,0,
Vancouver,CWHmm2,CWHmm2/08,84067,P,1,Ba,47,,,,,0,
Vancouver,CWHmm2,CWHmm2/08,84067,P,1,Cw,,,,,,0,
Vancouver,CWHmm2,CWHmm2/08,84067,A,3,Fd,9,,,,,0,
Vancouver,CWHmm2,CWHmm2/08,84067,A,2,Hw,2,,,,,0,
Vancouver,CWHmm2,CWHmm2/08,84067,P,2,Yc,,,,,,0,
Vancouver,CWHmm2,CWHmm2/09,84068,P,1,Pl,1,,,,,0,
Vancouver,CWHmm2,CWHmm2/09,84068,A,3,Yc,1,,,,,0,
Vancouver,CWHmm2,CWHmm2/10,84069,P,1,Cw,1,,,,,0,
Vancouver,CWHmm2,CWHmm2/10,84069,X,3,Hw,1,,,,,0,
Vancouver,CWHmm2,CWHmm2/10,84069,A,3,Pw,31,,,,,0,
Vancouver,CWHmm2,CWHmm2/10,84069,A,3,Yc,1,,,,,0,
Vancouver,CWHms1,CWHms1/01,84070,X,3,Act,901,,,,,0,
Vancouver,CWHms1,CWHms1/01,84070,P,1,Ba,10,13,47,,,0,
Vancouver,CWHms1,CWHms1/01,84070,P,1,Cw,,,,,,0,
Vancouver,CWHms1,CWHms1/01,84070,X,3,Dr,901,,,,,0,
Vancouver,CWHms1,CWHms1/01,84070,X,3,Ep,901,,,,,0,
Vancouver,CWHms1,CWHms1/01,84070,P,1,Fd,,,,,,0,
Vancouver,CWHms1,CWHms1/01,84070,P,1,Hw,10,13,,,,0,
Vancouver,CWHms1,CWHms1/01,84070,X,3,Mb,901,,,,,0,
Vancouver,CWHms1,CWHms1/01,84070,P,2,Sx,13,18,,,,0,
Vancouver,CWHms1,CWHms1/02,84071,X,3,Ep,901,,,,,0,
Vancouver,CWHms1,CWHms1/02,84071,P,2,Fd,,,,,,0,
Vancouver,CWHms1,CWHms1/02,84071,P,1,Pl,,,,,,0,
Vancouver,CWHms1,CWHms1/03,84072,X,3,Act,901,,,,,0,
Vancouver,CWHms1,CWHms1/03,84072,P,1,Cw,,,,,,0,
Vancouver,CWHms1,CWHms1/03,84072,X,3,Dr,901,,,,,0,
Vancouver,CWHms1,CWHms1/03,84072,X,3,Ep,901,,,,,0,
Vancouver,CWHms1,CWHms1/03,84072,P,1,Fd,,,,,,0,
Vancouver,CWHms1,CWHms1/03,84072,X,3,Hw,,,,,,0,
Vancouver,CWHms1,CWHms1/03,84072,X,3,Mb,901,,,,,0,
Vancouver,CWHms1,CWHms1/03,84072,P,2,Sx,13,18,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,X,1,Act,42,900,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,P,1,Ba,10,13,47,,,0,
Vancouver,CWHms1,CWHms1/04,84073,P,1,Cw,,,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,X,3,Dr,901,,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,X,3,Ep,901,,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,P,1,Fd,,,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,A,2,Hw,10,13,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,X,3,Mb,901,,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,A,3,Pw,31,,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,P,2,Sx,13,18,,,,0,
Vancouver,CWHms1,CWHms1/04,84073,X,2,Yc,13,17,,,,0,
Vancouver,CWHms1,CWHms1/05,84074,X,3,Act,901,,,,,0,
Vancouver,CWHms1,CWHms1/05,84074,P,2,Ba,10,13,47,,,0,
Vancouver,CWHms1,CWHms1/05,84074,P,1,Cw,,,,,,0,
Vancouver,CWHms1,CWHms1/05,84074,X,3,Dr,901,,,,,0,
Vancouver,CWHms1,CWHms1/05,84074,X,3,Ep,901,,,,,0,
Vancouver,CWHms1,CWHms1/05,84074,P,1,Hw,,,,,,0,
Vancouver,CWHms1,CWHms1/05,84074,X,3,Mb,901,,,,,0,
